#<date in matlab serial format>	<date in the format dd mmm yyyy>	<time index>
729799	13 Feb 1998	5592
729803	17 Feb 1998	5593
729804	18 Feb 1998	5594
729805	19 Feb 1998	5595
729806	20 Feb 1998	5596
729809	23 Feb 1998	5597
729810	24 Feb 1998	5598
729811	25 Feb 1998	5599
729812	26 Feb 1998	5600
729813	27 Feb 1998	5601
729816	02 Mar 1998	5602
729817	03 Mar 1998	5603
729818	04 Mar 1998	5604
729819	05 Mar 1998	5605
729820	06 Mar 1998	5606
729823	09 Mar 1998	5607
729824	10 Mar 1998	5608
729825	11 Mar 1998	5609
729826	12 Mar 1998	5610
729827	13 Mar 1998	5611
729830	16 Mar 1998	5612
729831	17 Mar 1998	5613
729832	18 Mar 1998	5614
729833	19 Mar 1998	5615
729834	20 Mar 1998	5616
729837	23 Mar 1998	5617
729838	24 Mar 1998	5618
729839	25 Mar 1998	5619
729840	26 Mar 1998	5620
729841	27 Mar 1998	5621
729844	30 Mar 1998	5622
729845	31 Mar 1998	5623
729846	01 Apr 1998	5624
729847	02 Apr 1998	5625
729848	03 Apr 1998	5626
729851	06 Apr 1998	5627
729852	07 Apr 1998	5628
729853	08 Apr 1998	5629
729854	09 Apr 1998	5630
729858	13 Apr 1998	5631
729859	14 Apr 1998	5632
729860	15 Apr 1998	5633
729861	16 Apr 1998	5634
729862	17 Apr 1998	5635
729865	20 Apr 1998	5636
729866	21 Apr 1998	5637
729867	22 Apr 1998	5638
729868	23 Apr 1998	5639
729869	24 Apr 1998	5640
729872	27 Apr 1998	5641
729873	28 Apr 1998	5642
729874	29 Apr 1998	5643
729875	30 Apr 1998	5644
729876	01 May 1998	5645
729879	04 May 1998	5646
729880	05 May 1998	5647
729881	06 May 1998	5648
729882	07 May 1998	5649
729883	08 May 1998	5650
729886	11 May 1998	5651
729887	12 May 1998	5652
729888	13 May 1998	5653
729889	14 May 1998	5654
729890	15 May 1998	5655
729893	18 May 1998	5656
729894	19 May 1998	5657
729895	20 May 1998	5658
729896	21 May 1998	5659
729897	22 May 1998	5660
729901	26 May 1998	5661
729902	27 May 1998	5662
729903	28 May 1998	5663
729904	29 May 1998	5664
729907	01 Jun 1998	5665
729908	02 Jun 1998	5666
729909	03 Jun 1998	5667
729910	04 Jun 1998	5668
729911	05 Jun 1998	5669
729914	08 Jun 1998	5670
729915	09 Jun 1998	5671
729916	10 Jun 1998	5672
729917	11 Jun 1998	5673
729918	12 Jun 1998	5674
729921	15 Jun 1998	5675
729922	16 Jun 1998	5676
729923	17 Jun 1998	5677
729924	18 Jun 1998	5678
729925	19 Jun 1998	5679
729928	22 Jun 1998	5680
729929	23 Jun 1998	5681
729930	24 Jun 1998	5682
729931	25 Jun 1998	5683
729932	26 Jun 1998	5684
729935	29 Jun 1998	5685
729936	30 Jun 1998	5686
729937	01 Jul 1998	5687
729938	02 Jul 1998	5688
729942	06 Jul 1998	5689
729943	07 Jul 1998	5690
729944	08 Jul 1998	5691
729945	09 Jul 1998	5692
729946	10 Jul 1998	5693
729949	13 Jul 1998	5694
729950	14 Jul 1998	5695
729951	15 Jul 1998	5696
729952	16 Jul 1998	5697
729953	17 Jul 1998	5698
729956	20 Jul 1998	5699
729957	21 Jul 1998	5700
729958	22 Jul 1998	5701
729959	23 Jul 1998	5702
729960	24 Jul 1998	5703
729963	27 Jul 1998	5704
729964	28 Jul 1998	5705
729965	29 Jul 1998	5706
729966	30 Jul 1998	5707
729967	31 Jul 1998	5708
729970	03 Aug 1998	5709
729971	04 Aug 1998	5710
729972	05 Aug 1998	5711
729973	06 Aug 1998	5712
729974	07 Aug 1998	5713
729977	10 Aug 1998	5714
729978	11 Aug 1998	5715
729979	12 Aug 1998	5716
729980	13 Aug 1998	5717
729981	14 Aug 1998	5718
729984	17 Aug 1998	5719
729985	18 Aug 1998	5720
729986	19 Aug 1998	5721
729987	20 Aug 1998	5722
729988	21 Aug 1998	5723
729991	24 Aug 1998	5724
729992	25 Aug 1998	5725
729993	26 Aug 1998	5726
729994	27 Aug 1998	5727
729995	28 Aug 1998	5728
729998	31 Aug 1998	5729
729999	01 Sep 1998	5730
730000	02 Sep 1998	5731
730001	03 Sep 1998	5732
730002	04 Sep 1998	5733
730006	08 Sep 1998	5734
730007	09 Sep 1998	5735
730008	10 Sep 1998	5736
730009	11 Sep 1998	5737
730012	14 Sep 1998	5738
730013	15 Sep 1998	5739
730014	16 Sep 1998	5740
730015	17 Sep 1998	5741
730016	18 Sep 1998	5742
730019	21 Sep 1998	5743
730020	22 Sep 1998	5744
730021	23 Sep 1998	5745
730022	24 Sep 1998	5746
730023	25 Sep 1998	5747
730026	28 Sep 1998	5748
730027	29 Sep 1998	5749
730028	30 Sep 1998	5750
730029	01 Oct 1998	5751
730030	02 Oct 1998	5752
730033	05 Oct 1998	5753
730034	06 Oct 1998	5754
730035	07 Oct 1998	5755
730036	08 Oct 1998	5756
730037	09 Oct 1998	5757
730040	12 Oct 1998	5758
730041	13 Oct 1998	5759
730042	14 Oct 1998	5760
730043	15 Oct 1998	5761
730044	16 Oct 1998	5762
730047	19 Oct 1998	5763
730048	20 Oct 1998	5764
730049	21 Oct 1998	5765
730050	22 Oct 1998	5766
730051	23 Oct 1998	5767
730054	26 Oct 1998	5768
730055	27 Oct 1998	5769
730056	28 Oct 1998	5770
730057	29 Oct 1998	5771
730058	30 Oct 1998	5772
730061	02 Nov 1998	5773
730062	03 Nov 1998	5774
730063	04 Nov 1998	5775
730064	05 Nov 1998	5776
730065	06 Nov 1998	5777
730068	09 Nov 1998	5778
730069	10 Nov 1998	5779
730070	11 Nov 1998	5780
730071	12 Nov 1998	5781
730072	13 Nov 1998	5782
730075	16 Nov 1998	5783
730076	17 Nov 1998	5784
730077	18 Nov 1998	5785
730078	19 Nov 1998	5786
730079	20 Nov 1998	5787
730082	23 Nov 1998	5788
730083	24 Nov 1998	5789
730084	25 Nov 1998	5790
730086	27 Nov 1998	5791
730089	30 Nov 1998	5792
730090	01 Dec 1998	5793
730091	02 Dec 1998	5794
730092	03 Dec 1998	5795
730093	04 Dec 1998	5796
730096	07 Dec 1998	5797
730097	08 Dec 1998	5798
730098	09 Dec 1998	5799
730099	10 Dec 1998	5800
730100	11 Dec 1998	5801
730103	14 Dec 1998	5802
730104	15 Dec 1998	5803
730105	16 Dec 1998	5804
730106	17 Dec 1998	5805
730107	18 Dec 1998	5806
730110	21 Dec 1998	5807
730111	22 Dec 1998	5808
730112	23 Dec 1998	5809
730113	24 Dec 1998	5810
730117	28 Dec 1998	5811
730118	29 Dec 1998	5812
730119	30 Dec 1998	5813
730120	31 Dec 1998	5814
730124	04 Jan 1999	5815
730125	05 Jan 1999	5816
730126	06 Jan 1999	5817
730127	07 Jan 1999	5818
730128	08 Jan 1999	5819
730131	11 Jan 1999	5820
730132	12 Jan 1999	5821
730133	13 Jan 1999	5822
730134	14 Jan 1999	5823
730135	15 Jan 1999	5824
730139	19 Jan 1999	5825
730140	20 Jan 1999	5826
730141	21 Jan 1999	5827
730142	22 Jan 1999	5828
730145	25 Jan 1999	5829
730146	26 Jan 1999	5830
730147	27 Jan 1999	5831
730148	28 Jan 1999	5832
730149	29 Jan 1999	5833
730152	01 Feb 1999	5834
730153	02 Feb 1999	5835
730154	03 Feb 1999	5836
730155	04 Feb 1999	5837
730156	05 Feb 1999	5838
730159	08 Feb 1999	5839
730160	09 Feb 1999	5840
730161	10 Feb 1999	5841
730162	11 Feb 1999	5842
730163	12 Feb 1999	5843
730167	16 Feb 1999	5844
730168	17 Feb 1999	5845
730169	18 Feb 1999	5846
730170	19 Feb 1999	5847
730173	22 Feb 1999	5848
730174	23 Feb 1999	5849
730175	24 Feb 1999	5850
730176	25 Feb 1999	5851
730177	26 Feb 1999	5852
730180	01 Mar 1999	5853
730181	02 Mar 1999	5854
730182	03 Mar 1999	5855
730183	04 Mar 1999	5856
730184	05 Mar 1999	5857
730187	08 Mar 1999	5858
730188	09 Mar 1999	5859
730189	10 Mar 1999	5860
730190	11 Mar 1999	5861
730191	12 Mar 1999	5862
730194	15 Mar 1999	5863
730195	16 Mar 1999	5864
730196	17 Mar 1999	5865
730197	18 Mar 1999	5866
730198	19 Mar 1999	5867
730201	22 Mar 1999	5868
730202	23 Mar 1999	5869
730203	24 Mar 1999	5870
730204	25 Mar 1999	5871
730205	26 Mar 1999	5872
730208	29 Mar 1999	5873
730209	30 Mar 1999	5874
730210	31 Mar 1999	5875
730211	01 Apr 1999	5876
730215	05 Apr 1999	5877
730216	06 Apr 1999	5878
730217	07 Apr 1999	5879
730218	08 Apr 1999	5880
730219	09 Apr 1999	5881
730222	12 Apr 1999	5882
730223	13 Apr 1999	5883
730224	14 Apr 1999	5884
730225	15 Apr 1999	5885
730226	16 Apr 1999	5886
730229	19 Apr 1999	5887
730230	20 Apr 1999	5888
730231	21 Apr 1999	5889
730232	22 Apr 1999	5890
730233	23 Apr 1999	5891
730236	26 Apr 1999	5892
730237	27 Apr 1999	5893
730238	28 Apr 1999	5894
730239	29 Apr 1999	5895
730240	30 Apr 1999	5896
730243	03 May 1999	5897
730244	04 May 1999	5898
730245	05 May 1999	5899
730246	06 May 1999	5900
730247	07 May 1999	5901
730250	10 May 1999	5902
730251	11 May 1999	5903
730252	12 May 1999	5904
730253	13 May 1999	5905
730254	14 May 1999	5906
730257	17 May 1999	5907
730258	18 May 1999	5908
730259	19 May 1999	5909
730260	20 May 1999	5910
730261	21 May 1999	5911
730264	24 May 1999	5912
730265	25 May 1999	5913
730266	26 May 1999	5914
730267	27 May 1999	5915
730268	28 May 1999	5916
730272	01 Jun 1999	5917
730273	02 Jun 1999	5918
730274	03 Jun 1999	5919
730275	04 Jun 1999	5920
730278	07 Jun 1999	5921
730279	08 Jun 1999	5922
730280	09 Jun 1999	5923
730281	10 Jun 1999	5924
730282	11 Jun 1999	5925
730285	14 Jun 1999	5926
730286	15 Jun 1999	5927
730287	16 Jun 1999	5928
730288	17 Jun 1999	5929
730289	18 Jun 1999	5930
730292	21 Jun 1999	5931
730293	22 Jun 1999	5932
730294	23 Jun 1999	5933
730295	24 Jun 1999	5934
730296	25 Jun 1999	5935
730299	28 Jun 1999	5936
730300	29 Jun 1999	5937
730301	30 Jun 1999	5938
730302	01 Jul 1999	5939
730303	02 Jul 1999	5940
730307	06 Jul 1999	5941
730308	07 Jul 1999	5942
730309	08 Jul 1999	5943
730310	09 Jul 1999	5944
730313	12 Jul 1999	5945
730314	13 Jul 1999	5946
730315	14 Jul 1999	5947
730316	15 Jul 1999	5948
730317	16 Jul 1999	5949
730320	19 Jul 1999	5950
730321	20 Jul 1999	5951
730322	21 Jul 1999	5952
730323	22 Jul 1999	5953
730324	23 Jul 1999	5954
730327	26 Jul 1999	5955
730328	27 Jul 1999	5956
730329	28 Jul 1999	5957
730330	29 Jul 1999	5958
730331	30 Jul 1999	5959
730334	02 Aug 1999	5960
730335	03 Aug 1999	5961
730336	04 Aug 1999	5962
730337	05 Aug 1999	5963
730338	06 Aug 1999	5964
730341	09 Aug 1999	5965
730342	10 Aug 1999	5966
730343	11 Aug 1999	5967
730344	12 Aug 1999	5968
730345	13 Aug 1999	5969
730348	16 Aug 1999	5970
730349	17 Aug 1999	5971
730350	18 Aug 1999	5972
730351	19 Aug 1999	5973
730352	20 Aug 1999	5974
730355	23 Aug 1999	5975
730356	24 Aug 1999	5976
730357	25 Aug 1999	5977
730358	26 Aug 1999	5978
730359	27 Aug 1999	5979
730362	30 Aug 1999	5980
730363	31 Aug 1999	5981
730364	01 Sep 1999	5982
730365	02 Sep 1999	5983
730366	03 Sep 1999	5984
730370	07 Sep 1999	5985
730371	08 Sep 1999	5986
730372	09 Sep 1999	5987
730373	10 Sep 1999	5988
730376	13 Sep 1999	5989
730377	14 Sep 1999	5990
730378	15 Sep 1999	5991
730379	16 Sep 1999	5992
730380	17 Sep 1999	5993
730383	20 Sep 1999	5994
730384	21 Sep 1999	5995
730385	22 Sep 1999	5996
730386	23 Sep 1999	5997
730387	24 Sep 1999	5998
730390	27 Sep 1999	5999
730391	28 Sep 1999	6000
730392	29 Sep 1999	6001
730393	30 Sep 1999	6002
730394	01 Oct 1999	6003
730397	04 Oct 1999	6004
730398	05 Oct 1999	6005
730399	06 Oct 1999	6006
730400	07 Oct 1999	6007
730401	08 Oct 1999	6008
730404	11 Oct 1999	6009
730405	12 Oct 1999	6010
730406	13 Oct 1999	6011
730407	14 Oct 1999	6012
730408	15 Oct 1999	6013
730411	18 Oct 1999	6014
730412	19 Oct 1999	6015
730413	20 Oct 1999	6016
730414	21 Oct 1999	6017
730415	22 Oct 1999	6018
730418	25 Oct 1999	6019
730419	26 Oct 1999	6020
730420	27 Oct 1999	6021
730421	28 Oct 1999	6022
730422	29 Oct 1999	6023
730425	01 Nov 1999	6024
730426	02 Nov 1999	6025
730427	03 Nov 1999	6026
730428	04 Nov 1999	6027
730429	05 Nov 1999	6028
730432	08 Nov 1999	6029
730433	09 Nov 1999	6030
730434	10 Nov 1999	6031
730435	11 Nov 1999	6032
730436	12 Nov 1999	6033
730439	15 Nov 1999	6034
730440	16 Nov 1999	6035
730441	17 Nov 1999	6036
730442	18 Nov 1999	6037
730443	19 Nov 1999	6038
730446	22 Nov 1999	6039
730447	23 Nov 1999	6040
730448	24 Nov 1999	6041
730450	26 Nov 1999	6042
730453	29 Nov 1999	6043
730454	30 Nov 1999	6044
730455	01 Dec 1999	6045
730456	02 Dec 1999	6046
730457	03 Dec 1999	6047
730460	06 Dec 1999	6048
730461	07 Dec 1999	6049
730462	08 Dec 1999	6050
730463	09 Dec 1999	6051
730464	10 Dec 1999	6052
730467	13 Dec 1999	6053
730468	14 Dec 1999	6054
730469	15 Dec 1999	6055
730470	16 Dec 1999	6056
730471	17 Dec 1999	6057
730474	20 Dec 1999	6058
730475	21 Dec 1999	6059
730476	22 Dec 1999	6060
730477	23 Dec 1999	6061
730481	27 Dec 1999	6062
730482	28 Dec 1999	6063
730483	29 Dec 1999	6064
730484	30 Dec 1999	6065
730485	31 Dec 1999	6066
730488	03 Jan 2000	6067
730489	04 Jan 2000	6068
730490	05 Jan 2000	6069
730491	06 Jan 2000	6070
730492	07 Jan 2000	6071
730495	10 Jan 2000	6072
730496	11 Jan 2000	6073
730497	12 Jan 2000	6074
730498	13 Jan 2000	6075
730499	14 Jan 2000	6076
730503	18 Jan 2000	6077
730504	19 Jan 2000	6078
730505	20 Jan 2000	6079
730506	21 Jan 2000	6080
730509	24 Jan 2000	6081
730510	25 Jan 2000	6082
730511	26 Jan 2000	6083
730512	27 Jan 2000	6084
730513	28 Jan 2000	6085
730516	31 Jan 2000	6086
730517	01 Feb 2000	6087
730518	02 Feb 2000	6088
730519	03 Feb 2000	6089
730520	04 Feb 2000	6090
730523	07 Feb 2000	6091
730524	08 Feb 2000	6092
730525	09 Feb 2000	6093
730526	10 Feb 2000	6094
730527	11 Feb 2000	6095
730530	14 Feb 2000	6096
730531	15 Feb 2000	6097
730532	16 Feb 2000	6098
730533	17 Feb 2000	6099
730534	18 Feb 2000	6100
730538	22 Feb 2000	6101
730539	23 Feb 2000	6102
730540	24 Feb 2000	6103
730541	25 Feb 2000	6104
730544	28 Feb 2000	6105
730545	29 Feb 2000	6106
730546	01 Mar 2000	6107
730547	02 Mar 2000	6108
730548	03 Mar 2000	6109
730551	06 Mar 2000	6110
730552	07 Mar 2000	6111
730553	08 Mar 2000	6112
730554	09 Mar 2000	6113
730555	10 Mar 2000	6114
730558	13 Mar 2000	6115
730559	14 Mar 2000	6116
730560	15 Mar 2000	6117
730561	16 Mar 2000	6118
730562	17 Mar 2000	6119
730565	20 Mar 2000	6120
730566	21 Mar 2000	6121
730567	22 Mar 2000	6122
730568	23 Mar 2000	6123
730569	24 Mar 2000	6124
730572	27 Mar 2000	6125
730573	28 Mar 2000	6126
730574	29 Mar 2000	6127
730575	30 Mar 2000	6128
730576	31 Mar 2000	6129
730579	03 Apr 2000	6130
730580	04 Apr 2000	6131
730581	05 Apr 2000	6132
730582	06 Apr 2000	6133
730583	07 Apr 2000	6134
730586	10 Apr 2000	6135
730587	11 Apr 2000	6136
730588	12 Apr 2000	6137
730589	13 Apr 2000	6138
730590	14 Apr 2000	6139
730593	17 Apr 2000	6140
730594	18 Apr 2000	6141
730595	19 Apr 2000	6142
730596	20 Apr 2000	6143
730600	24 Apr 2000	6144
730601	25 Apr 2000	6145
730602	26 Apr 2000	6146
730603	27 Apr 2000	6147
730604	28 Apr 2000	6148
730607	01 May 2000	6149
730608	02 May 2000	6150
730609	03 May 2000	6151
730610	04 May 2000	6152
730611	05 May 2000	6153
730614	08 May 2000	6154
730615	09 May 2000	6155
730616	10 May 2000	6156
730617	11 May 2000	6157
730618	12 May 2000	6158
730621	15 May 2000	6159
730622	16 May 2000	6160
730623	17 May 2000	6161
730624	18 May 2000	6162
730625	19 May 2000	6163
730628	22 May 2000	6164
730629	23 May 2000	6165
730630	24 May 2000	6166
730631	25 May 2000	6167
730632	26 May 2000	6168
730636	30 May 2000	6169
730637	31 May 2000	6170
730638	01 Jun 2000	6171
730639	02 Jun 2000	6172
730642	05 Jun 2000	6173
730643	06 Jun 2000	6174
730644	07 Jun 2000	6175
730645	08 Jun 2000	6176
730646	09 Jun 2000	6177
730649	12 Jun 2000	6178
730650	13 Jun 2000	6179
730651	14 Jun 2000	6180
730652	15 Jun 2000	6181
730653	16 Jun 2000	6182
730656	19 Jun 2000	6183
730657	20 Jun 2000	6184
730658	21 Jun 2000	6185
730659	22 Jun 2000	6186
730660	23 Jun 2000	6187
730663	26 Jun 2000	6188
730664	27 Jun 2000	6189
730665	28 Jun 2000	6190
730666	29 Jun 2000	6191
730667	30 Jun 2000	6192
730670	03 Jul 2000	6193
730672	05 Jul 2000	6194
730673	06 Jul 2000	6195
730674	07 Jul 2000	6196
730677	10 Jul 2000	6197
730678	11 Jul 2000	6198
730679	12 Jul 2000	6199
730680	13 Jul 2000	6200
730681	14 Jul 2000	6201
730684	17 Jul 2000	6202
730685	18 Jul 2000	6203
730686	19 Jul 2000	6204
730687	20 Jul 2000	6205
730688	21 Jul 2000	6206
730691	24 Jul 2000	6207
730692	25 Jul 2000	6208
730693	26 Jul 2000	6209
730694	27 Jul 2000	6210
730695	28 Jul 2000	6211
730698	31 Jul 2000	6212
730699	01 Aug 2000	6213
730700	02 Aug 2000	6214
730701	03 Aug 2000	6215
730702	04 Aug 2000	6216
730705	07 Aug 2000	6217
730706	08 Aug 2000	6218
730707	09 Aug 2000	6219
730708	10 Aug 2000	6220
730709	11 Aug 2000	6221
730712	14 Aug 2000	6222
730713	15 Aug 2000	6223
730714	16 Aug 2000	6224
730715	17 Aug 2000	6225
730716	18 Aug 2000	6226
730719	21 Aug 2000	6227
730720	22 Aug 2000	6228
730721	23 Aug 2000	6229
730722	24 Aug 2000	6230
730723	25 Aug 2000	6231
730726	28 Aug 2000	6232
730727	29 Aug 2000	6233
730728	30 Aug 2000	6234
730729	31 Aug 2000	6235
730730	01 Sep 2000	6236
730734	05 Sep 2000	6237
730735	06 Sep 2000	6238
730736	07 Sep 2000	6239
730737	08 Sep 2000	6240
730740	11 Sep 2000	6241
730741	12 Sep 2000	6242
730742	13 Sep 2000	6243
730743	14 Sep 2000	6244
730744	15 Sep 2000	6245
730747	18 Sep 2000	6246
730748	19 Sep 2000	6247
730749	20 Sep 2000	6248
730750	21 Sep 2000	6249
730751	22 Sep 2000	6250
730754	25 Sep 2000	6251
730755	26 Sep 2000	6252
730756	27 Sep 2000	6253
730757	28 Sep 2000	6254
730758	29 Sep 2000	6255
730761	02 Oct 2000	6256
730762	03 Oct 2000	6257
730763	04 Oct 2000	6258
730764	05 Oct 2000	6259
730765	06 Oct 2000	6260
730768	09 Oct 2000	6261
730769	10 Oct 2000	6262
730770	11 Oct 2000	6263
730771	12 Oct 2000	6264
730772	13 Oct 2000	6265
730775	16 Oct 2000	6266
730776	17 Oct 2000	6267
730777	18 Oct 2000	6268
730778	19 Oct 2000	6269
730779	20 Oct 2000	6270
730782	23 Oct 2000	6271
730783	24 Oct 2000	6272
730784	25 Oct 2000	6273
730785	26 Oct 2000	6274
730786	27 Oct 2000	6275
730789	30 Oct 2000	6276
730790	31 Oct 2000	6277
730791	01 Nov 2000	6278
730792	02 Nov 2000	6279
730793	03 Nov 2000	6280
730796	06 Nov 2000	6281
730797	07 Nov 2000	6282
730798	08 Nov 2000	6283
730799	09 Nov 2000	6284
730800	10 Nov 2000	6285
730803	13 Nov 2000	6286
730804	14 Nov 2000	6287
730805	15 Nov 2000	6288
730806	16 Nov 2000	6289
730807	17 Nov 2000	6290
730810	20 Nov 2000	6291
730811	21 Nov 2000	6292
730812	22 Nov 2000	6293
730814	24 Nov 2000	6294
730817	27 Nov 2000	6295
730818	28 Nov 2000	6296
730819	29 Nov 2000	6297
730820	30 Nov 2000	6298
730821	01 Dec 2000	6299
730824	04 Dec 2000	6300
730825	05 Dec 2000	6301
730826	06 Dec 2000	6302
730827	07 Dec 2000	6303
730828	08 Dec 2000	6304
730831	11 Dec 2000	6305
730832	12 Dec 2000	6306
730833	13 Dec 2000	6307
730834	14 Dec 2000	6308
730835	15 Dec 2000	6309
730838	18 Dec 2000	6310
730839	19 Dec 2000	6311
730840	20 Dec 2000	6312
730841	21 Dec 2000	6313
730842	22 Dec 2000	6314
730846	26 Dec 2000	6315
730847	27 Dec 2000	6316
730848	28 Dec 2000	6317
730849	29 Dec 2000	6318
730853	02 Jan 2001	6319
730854	03 Jan 2001	6320
730855	04 Jan 2001	6321
730856	05 Jan 2001	6322
730859	08 Jan 2001	6323
730860	09 Jan 2001	6324
730861	10 Jan 2001	6325
730862	11 Jan 2001	6326
730863	12 Jan 2001	6327
730867	16 Jan 2001	6328
730868	17 Jan 2001	6329
730869	18 Jan 2001	6330
730870	19 Jan 2001	6331
730873	22 Jan 2001	6332
730874	23 Jan 2001	6333
730875	24 Jan 2001	6334
730876	25 Jan 2001	6335
730877	26 Jan 2001	6336
730880	29 Jan 2001	6337
730881	30 Jan 2001	6338
730882	31 Jan 2001	6339
730883	01 Feb 2001	6340
730884	02 Feb 2001	6341
730887	05 Feb 2001	6342
730888	06 Feb 2001	6343
730889	07 Feb 2001	6344
730890	08 Feb 2001	6345
730891	09 Feb 2001	6346
730894	12 Feb 2001	6347
730895	13 Feb 2001	6348
730896	14 Feb 2001	6349
730897	15 Feb 2001	6350
730898	16 Feb 2001	6351
730902	20 Feb 2001	6352
730903	21 Feb 2001	6353
730904	22 Feb 2001	6354
730905	23 Feb 2001	6355
730908	26 Feb 2001	6356
730909	27 Feb 2001	6357
730910	28 Feb 2001	6358
730911	01 Mar 2001	6359
730912	02 Mar 2001	6360
730915	05 Mar 2001	6361
730916	06 Mar 2001	6362
730917	07 Mar 2001	6363
730918	08 Mar 2001	6364
730919	09 Mar 2001	6365
730922	12 Mar 2001	6366
730923	13 Mar 2001	6367
730924	14 Mar 2001	6368
730925	15 Mar 2001	6369
730926	16 Mar 2001	6370
730929	19 Mar 2001	6371
730930	20 Mar 2001	6372
730931	21 Mar 2001	6373
730932	22 Mar 2001	6374
730933	23 Mar 2001	6375
730936	26 Mar 2001	6376
730937	27 Mar 2001	6377
730938	28 Mar 2001	6378
730939	29 Mar 2001	6379
730940	30 Mar 2001	6380
730943	02 Apr 2001	6381
730944	03 Apr 2001	6382
730945	04 Apr 2001	6383
730946	05 Apr 2001	6384
730947	06 Apr 2001	6385
730950	09 Apr 2001	6386
730951	10 Apr 2001	6387
730952	11 Apr 2001	6388
730953	12 Apr 2001	6389
730957	16 Apr 2001	6390
730958	17 Apr 2001	6391
730959	18 Apr 2001	6392
730960	19 Apr 2001	6393
730961	20 Apr 2001	6394
730964	23 Apr 2001	6395
730965	24 Apr 2001	6396
730966	25 Apr 2001	6397
730967	26 Apr 2001	6398
730968	27 Apr 2001	6399
730971	30 Apr 2001	6400
730972	01 May 2001	6401
730973	02 May 2001	6402
730974	03 May 2001	6403
730975	04 May 2001	6404
730978	07 May 2001	6405
730979	08 May 2001	6406
730980	09 May 2001	6407
730981	10 May 2001	6408
730982	11 May 2001	6409
730985	14 May 2001	6410
730986	15 May 2001	6411
730987	16 May 2001	6412
730988	17 May 2001	6413
730989	18 May 2001	6414
730992	21 May 2001	6415
730993	22 May 2001	6416
730994	23 May 2001	6417
730995	24 May 2001	6418
730996	25 May 2001	6419
731000	29 May 2001	6420
731001	30 May 2001	6421
731002	31 May 2001	6422
731003	01 Jun 2001	6423
731006	04 Jun 2001	6424
731007	05 Jun 2001	6425
731008	06 Jun 2001	6426
731009	07 Jun 2001	6427
731010	08 Jun 2001	6428
731013	11 Jun 2001	6429
731014	12 Jun 2001	6430
731015	13 Jun 2001	6431
731016	14 Jun 2001	6432
731017	15 Jun 2001	6433
731020	18 Jun 2001	6434
731021	19 Jun 2001	6435
731022	20 Jun 2001	6436
731023	21 Jun 2001	6437
731024	22 Jun 2001	6438
731027	25 Jun 2001	6439
731028	26 Jun 2001	6440
731029	27 Jun 2001	6441
731030	28 Jun 2001	6442
731031	29 Jun 2001	6443
731034	02 Jul 2001	6444
731035	03 Jul 2001	6445
731037	05 Jul 2001	6446
731038	06 Jul 2001	6447
731041	09 Jul 2001	6448
731042	10 Jul 2001	6449
731043	11 Jul 2001	6450
731044	12 Jul 2001	6451
731045	13 Jul 2001	6452
731048	16 Jul 2001	6453
731049	17 Jul 2001	6454
731050	18 Jul 2001	6455
731051	19 Jul 2001	6456
731052	20 Jul 2001	6457
731055	23 Jul 2001	6458
731056	24 Jul 2001	6459
731057	25 Jul 2001	6460
731058	26 Jul 2001	6461
731059	27 Jul 2001	6462
731062	30 Jul 2001	6463
731063	31 Jul 2001	6464
731064	01 Aug 2001	6465
731065	02 Aug 2001	6466
731066	03 Aug 2001	6467
731069	06 Aug 2001	6468
731070	07 Aug 2001	6469
731071	08 Aug 2001	6470
731072	09 Aug 2001	6471
731073	10 Aug 2001	6472
731076	13 Aug 2001	6473
731077	14 Aug 2001	6474
731078	15 Aug 2001	6475
731079	16 Aug 2001	6476
731080	17 Aug 2001	6477
731083	20 Aug 2001	6478
731084	21 Aug 2001	6479
731085	22 Aug 2001	6480
731086	23 Aug 2001	6481
731087	24 Aug 2001	6482
731090	27 Aug 2001	6483
731091	28 Aug 2001	6484
731092	29 Aug 2001	6485
731093	30 Aug 2001	6486
731094	31 Aug 2001	6487
731098	04 Sep 2001	6488
731099	05 Sep 2001	6489
731100	06 Sep 2001	6490
731101	07 Sep 2001	6491
731104	10 Sep 2001	6492
731111	17 Sep 2001	6493
731112	18 Sep 2001	6494
731113	19 Sep 2001	6495
731114	20 Sep 2001	6496
731115	21 Sep 2001	6497
731118	24 Sep 2001	6498
731119	25 Sep 2001	6499
731120	26 Sep 2001	6500
731121	27 Sep 2001	6501
731122	28 Sep 2001	6502
731125	01 Oct 2001	6503
731126	02 Oct 2001	6504
731127	03 Oct 2001	6505
731128	04 Oct 2001	6506
731129	05 Oct 2001	6507
731132	08 Oct 2001	6508
731133	09 Oct 2001	6509
731134	10 Oct 2001	6510
731135	11 Oct 2001	6511
731136	12 Oct 2001	6512
731139	15 Oct 2001	6513
731140	16 Oct 2001	6514
731141	17 Oct 2001	6515
731142	18 Oct 2001	6516
731143	19 Oct 2001	6517
731146	22 Oct 2001	6518
731147	23 Oct 2001	6519
731148	24 Oct 2001	6520
731149	25 Oct 2001	6521
731150	26 Oct 2001	6522
731153	29 Oct 2001	6523
731154	30 Oct 2001	6524
731155	31 Oct 2001	6525
731156	01 Nov 2001	6526
